Age,Gender,Marital_Status,Dependents,Education,Self_Employed,Work_Experience_Years,ApplicantIncome,CoapplicantIncome,Salary_Payment_Mode,Existing_EMI,Residential_Assets,Area,Loan_Purpose,LoanAmount,Loan_Amount_Term,Approved_Status,Approved_Bank,Hidden_CIBIL
52,1,0,1,1,0,32,55282,0,0,10376,1,1,4,2000887,60,1,9,706.48
60,1,0,2,2,0,21,74962,0,2,9509,1,0,3,1083833,48,1,9,767.03
34,0,1,0,1,0,9,54887,53146,0,346,1,0,5,1790438,48,1,9,723.09
58,1,0,1,1,0,32,73439,0,2,5084,1,1,0,2265029,18,1,9,758.56
54,1,1,0,1,1,25,58049,34558,1,15704,1,0,1,2183017,24,1,9,722.27
41,1,0,0,2,1,15,63893,27752,2,4268,1,1,0,2047976,48,1,9,726.75
45,0,1,0,1,1,10,44264,0,2,15023,0,0,3,1587135,18,1,9,714.42
44,1,1,0,2,0,19,60911,0,2,5771,2,1,2,1913544,24,1,9,708.66
54,1,0,0,1,0,35,55684,0,2,15004,1,2,2,2027360,18,1,9,716.45
53,0,0,1,1,1,21,60333,33446,2,19451,2,0,3,567531,12,1,9,716.01
51,0,0,0,2,0,24,66410,0,2,20586,1,0,0,516620,36,1,9,712.55
46,1,1,0,1,0,24,55504,0,2,5255,0,2,1,1918510,60,1,9,745.26
61,1,1,0,2,1,40,78290,0,1,2902,0,2,2,2257859,12,1,9,746.82
59,1,1,1,1,0,37,61237,26443,1,9028,1,0,4,1630873,72,1,9,755.95
49,1,1,0,1,0,19,47541,0,2,15063,1,2,1,1758855,18,1,9,723.73
44,1,1,1,1,0,15,46387,0,2,4401,0,1,0,1612370,48,1,9,708.04
56,0,1,0,1,0,33,55805,13058,2,8531,1,0,5,1208084,24,1,9,742.21
64,1,1,1,2,0,26,54462,28976,2,7228,0,0,5,66446,84,1,9,718.78
62,0,0,2,2,0,37,76675,0,1,9107,1,0,1,1916737,60,1,9,765.59
64,1,0,0,1,0,41,49135,19970,2,1795,0,1,0,1784499,12,1,9,791.18
54,0,1,1,1,0,28,57528,25593,2,2963,0,0,2,2301120,84,1,9,712.33
40,1,0,1,0,1,22,62969,0,2,2995,0,0,2,380512,84,1,9,713.9
57,1,1,1,1,1,37,51330,0,2,10495,0,0,1,363994,24,1,9,747.48
46,1,1,1,1,0,21,41082,26948,2,1507,0,0,1,1643280,48,1,9,723.44
54,0,0,0,2,0,35,65816,0,2,16050,2,1,0,380481,24,1,9,778.43
50,1,0,1,1,1,20,56455,0,1,11007,1,2,2,1582746,84,1,9,737.09
61,0,1,1,1,1,31,56397,0,2,15508,1,2,4,2034743,36,1,9,709.54
61,1,1,1,1,0,37,50747,0,2,12763,1,0,2,907095,36,1,9,717.21
64,1,1,0,1,0,32,58085,52476,1,19907,0,2,5,1017161,48,1,9,737.55
50,1,0,1,0,0,29,47348,0,0,2185,0,1,0,446539,36,1,9,728.15
49,0,1,1,0,0,27,53546,0,2,1983,1,1,2,974822,36,1,9,721.78
46,0,1,0,1,1,22,51422,40976,2,15899,2,1,3,2056880,36,1,9,726.06
59,0,0,2,2,0,36,66342,52600,1,839,2,1,0,679969,36,1,9,744.23
64,0,1,1,1,0,17,62787,0,0,10540,0,2,3,1783976,48,1,9,711.82
62,0,1,0,1,0,30,71309,0,2,9957,2,1,2,858218,24,1,9,737.79
61,0,1,0,1,1,22,67737,41987,2,6768,1,2,3,245190,24,1,9,719.27
49,1,0,1,1,1,25,60940,53066,1,10870,0,0,1,937852,36,1,9,710.17
54,1,0,0,1,0,34,62350,0,2,18877,1,2,0,1071088,84,1,9,721.13
63,1,1,2,1,0,39,65530,0,2,21085,1,2,2,1492070,60,1,9,718.64
45,1,1,0,2,1,2,46325,10432,2,6421,2,0,1,645230,84,1,9,705.21
41,1,1,1,1,0,15,61680,0,2,3744,0,0,1,1837623,18,1,9,705.45
44,1,1,1,1,0,22,64928,42067,0,11468,0,0,1,2379765,24,1,9,725.52
56,1,1,0,1,0,36,67874,0,2,17294,2,0,0,230534,72,1,9,742.85
37,0,0,1,1,1,18,43351,0,2,14090,0,1,1,998278,12,1,9,707.55
52,0,0,0,1,0,27,64942,0,2,7287,1,2,2,2362682,36,1,9,761.81
48,0,1,0,1,1,21,55539,0,2,1626,0,2,3,1929108,60,1,9,712.59
47,0,1,1,0,1,20,55413,0,2,4719,0,1,2,1965372,36,1,9,733.2
57,0,1,0,2,0,32,64264,0,2,15125,1,0,1,899394,24,1,9,719.65
59,0,0,0,1,0,40,59925,0,2,16433,1,0,1,987738,18,1,9,750.79
45,1,1,1,0,1,19,51408,33142,2,16642,1,2,1,2056320,12,1,9,705.94
58,1,1,1,1,0,39,48554,37896,0,550,0,1,1,1657557,12,1,9,759.37
49,1,1,3,0,0,28,41580,0,2,3262,1,1,2,919911,72,1,9,739.1
36,0,1,2,0,1,13,58855,12218,2,12820,0,1,1,1420581,60,1,9,735.47
40,1,1,1,1,0,13,63049,56860,2,4068,0,0,2,1474461,72,1,9,710.33
40,1,1,0,2,0,22,72550,14388,2,22099,1,1,1,2489524,24,1,9,744.11
54,1,1,1,1,0,31,64302,0,2,1512,0,2,1,1041805,36,1,9,783.95
55,0,1,0,2,0,29,63493,49452,2,16219,1,0,3,2001849,72,1,9,734.15
61,0,1,0,0,1,29,48425,44527,2,9616,0,2,1,182581,36,1,9,728.3
64,0,1,1,1,0,39,62682,0,2,5783,0,1,0,622773,84,1,9,770.46
29,1,1,0,1,0,9,55957,40773,2,6627,0,0,1,214220,48,1,9,709.02
50,1,1,1,1,0,20,40334,18491,2,1585,0,2,1,1057215,36,1,9,719.69
51,0,1,0,2,0,25,61875,0,2,11043,1,1,0,117486,18,1,9,761.66
49,1,1,1,1,0,9,37027,40901,1,7205,0,1,1,1481080,12,1,9,709.24
58,0,0,2,1,0,35,58191,0,2,3419,2,1,0,2247181,72,1,9,779.32
44,1,1,0,2,0,20,56978,0,0,3917,2,1,1,225848,72,1,9,751.1
34,1,1,1,2,0,10,60894,0,2,6606,1,2,4,1441518,84,1,9,707.51
45,1,1,2,1,0,23,69242,0,2,16185,0,2,3,1823532,72,1,9,707.14
63,1,1,0,1,0,44,56805,53251,2,14582,0,1,2,1121547,12,1,9,813.79
50,0,1,2,0,0,26,54480,0,2,18692,1,1,0,2179200,84,1,9,722.29
34,0,1,2,1,0,13,32220,0,2,4372,0,2,4,467448,36,1,9,708.19
35,1,0,0,0,0,7,64116,0,2,17005,0,2,0,1573861,12,1,9,707.06
42,1,1,2,1,0,19,54087,0,2,9784,1,2,2,1614518,60,1,9,707.61
56,0,0,2,1,0,29,66934,51012,2,4166,1,1,0,1938101,48,1,9,754.5
41,1,0,1,1,0,24,61396,0,0,14522,0,0,2,2255840,12,1,9,708.38
63,1,1,2,1,1,37,49818,0,2,1674,0,0,5,1175736,18,1,9,757.51
54,0,1,0,2,0,34,50940,45484,0,14811,0,2,0,2037600,24,1,9,737.7
53,0,1,1,1,1,28,49236,25630,2,16779,2,0,1,1969440,48,1,9,736.48
46,1,0,0,1,0,20,39925,43722,2,7837,0,0,2,1597000,60,1,9,712.58
54,1,1,2,1,1,34,63657,0,1,9965,0,2,1,2058599,84,1,9,712.98
64,1,1,0,1,1,29,52861,0,2,16806,1,2,2,2114440,36,1,9,746.89
48,1,1,1,1,0,29,40995,0,2,11592,1,1,3,598647,60,1,9,739.65
60,1,0,3,1,0,35,53858,0,2,14319,2,2,3,769508,36,1,9,706.9
32,1,1,1,1,0,12,50299,54943,2,6101,1,1,3,260973,36,1,9,734.83
55,1,1,0,0,0,31,51464,24833,2,8008,1,0,0,1431440,84,1,9,750.37
61,0,1,1,1,0,36,60982,0,2,4767,2,0,1,1210729,18,1,9,732.81
58,1,0,2,2,0,30,67187,0,1,3509,0,2,1,1779936,36,1,9,742.53
47,1,1,0,1,0,26,52592,15436,2,14056,1,1,0,457429,24,1,9,716.5
60,1,0,2,2,0,38,65180,48400,1,15946,1,0,0,309725,84,1,9,740.64
54,0,1,1,1,0,31,50385,14757,0,16557,2,2,4,2015400,48,1,9,733.17
63,1,1,0,1,1,36,68318,0,2,11636,0,1,1,737645,48,1,9,771.93
58,1,1,2,1,0,38,44866,0,2,13483,2,1,0,1794640,84,1,9,774.29
63,0,1,0,1,0,20,63592,0,0,4589,1,0,0,910922,84,1,9,706.01
63,0,1,0,1,0,34,73283,0,2,19751,1,2,2,2053454,72,1,9,739.21
54,0,1,0,1,0,22,47703,0,2,10131,2,2,3,1144058,24,1,9,737.2
51,1,1,2,0,0,24,64073,0,2,16933,1,2,1,367837,48,1,9,732.36
55,0,1,1,1,0,26,59655,41800,1,7313,1,2,2,1015212,72,1,9,739.53
60,1,0,2,1,0,26,49168,0,2,5959,1,2,0,851897,18,1,9,746.91
49,1,1,1,1,0,27,62253,0,2,8130,2,1,3,1622516,12,1,9,711.88
56,1,1,2,1,0,27,64116,51446,2,13576,2,2,0,630767,36,1,9,749.36
52,1,0,0,1,0,29,61285,34163,2,3612,2,1,1,1684470,18,1,9,725.14
59,0,0,0,1,0,31,57320,25916,2,1137,1,1,2,1352622,72,1,9,727.79
53,1,1,0,1,0,33,57680,0,2,9416,2,1,3,1587393,36,1,9,719.86
55,0,1,0,2,0,19,65340,57533,2,21636,1,1,0,952947,24,1,9,766.97
40,1,0,0,1,1,21,63142,20755,2,9509,0,1,0,1214145,36,1,9,722.82
62,0,1,1,1,0,30,45620,36316,2,982,2,1,0,1824800,24,1,9,771.06
48,0,1,0,1,0,27,47834,0,2,6496,2,2,3,149532,36,1,9,726.17
54,1,0,1,1,0,12,48530,0,1,9940,1,1,0,1873157,18,1,9,712.25
63,1,0,0,1,0,37,53398,22765,0,4153,0,2,2,1935920,72,1,9,749.8
58,1,1,0,1,0,37,53774,0,1,10267,0,2,1,1970093,36,1,9,764.77
33,0,1,0,1,0,13,43940,36237,2,6945,2,1,3,1557600,60,1,9,723.19
56,0,1,1,1,1,33,45383,45117,2,1217,1,2,3,273712,48,1,9,706.35
55,0,1,1,1,0,18,61593,0,2,13642,1,2,2,71238,18,1,9,705.33
53,1,1,1,2,0,31,69108,51439,2,8936,1,2,4,874744,84,1,9,720.12
55,0,1,0,2,0,24,66941,54629,0,9091,1,2,4,1063235,36,1,9,728.8
61,1,1,0,1,0,42,53242,0,1,1822,0,2,1,2129680,24,1,9,745.83
47,1,0,2,2,0,25,79175,0,2,22685,1,2,1,1717849,12,1,9,746.48
40,0,0,0,1,0,8,53632,31795,1,9776,1,1,2,126729,60,1,9,721.72
57,1,1,1,2,1,34,69951,0,2,1076,0,1,1,363580,48,1,9,727.6
50,0,0,0,1,1,31,56248,18725,2,8775,0,0,1,1539573,24,1,9,809.23
50,1,1,1,2,0,27,68878,0,0,17811,1,0,3,1160132,72,1,9,729.97
53,0,1,0,1,0,15,52610,29532,2,11512,0,1,4,209293,18,1,9,719.4
63,0,0,1,1,1,10,43994,41666,1,5102,0,2,3,1460592,60,1,9,708.78
50,0,1,3,1,1,30,45830,13571,2,11098,0,0,3,1525600,24,1,9,762.29
47,0,0,1,2,0,25,64519,0,2,4540,1,2,2,2092365,24,1,9,748.82
62,0,1,2,0,0,17,45190,0,2,13642,1,1,3,1026024,48,1,9,715.43
51,0,0,1,1,0,12,47538,0,2,3929,0,0,2,1701520,60,1,9,716.84
56,1,1,0,1,0,18,67919,0,2,12007,1,1,1,319549,24,1,9,707.26
52,1,0,2,1,1,31,58394,0,0,1848,0,0,0,505049,72,1,9,737.68
62,1,0,0,2,0,8,48245,33026,2,9351,0,0,3,583008,24,1,9,706.04
42,1,1,0,1,0,8,59516,51036,2,7720,1,1,1,1832272,72,1,9,718.7
36,1,1,0,1,0,10,69606,55153,2,4338,0,0,3,2387283,84,1,9,716.1
46,1,1,3,0,1,21,53516,0,2,8479,1,1,2,1207125,12,1,9,755.14
63,1,0,0,1,1,36,57837,36001,2,11163,0,2,5,282826,24,1,9,729.09
55,1,1,2,1,0,16,48270,0,2,10730,1,2,0,138254,60,1,9,710.35
52,1,1,0,1,0,33,63477,0,2,12384,1,1,3,464309,18,1,9,758.43
42,1,1,2,1,0,21,50638,15143,2,1908,0,0,0,98398,72,1,9,744.69
60,1,0,2,1,0,24,56500,0,2,15543,0,2,1,1252679,72,1,9,707.35
64,0,1,2,1,0,22,67303,0,1,7331,1,2,4,1542409,84,1,9,719.71
62,1,1,2,2,0,35,63551,0,2,12878,1,2,5,1466851,24,1,9,758.38
62,0,1,1,1,1,35,63571,0,1,10147,0,0,4,2164408,24,1,9,762.21
53,0,1,0,1,0,28,60858,57969,0,3604,0,1,0,2312708,72,1,9,729.14
50,1,0,2,2,0,20,68602,0,2,8449,1,1,0,862506,18,1,9,761.35
57,0,0,1,1,0,34,59614,0,2,7104,2,2,3,269743,36,1,9,716.06
37,0,0,0,1,1,18,64686,49447,2,15570,1,0,0,1356016,24,1,9,722.9
30,1,0,3,1,0,11,48517,41542,2,272,0,2,1,1740680,12,1,9,729.13
61,1,0,0,0,1,32,57027,0,2,5979,1,2,4,1881486,12,1,9,712.04
47,1,1,1,2,0,22,75714,0,2,8111,0,0,1,304185,18,1,9,736.3
63,0,1,2,1,1,36,64421,55204,1,7032,0,1,3,169197,12,1,9,767.5
47,0,0,1,1,0,25,64754,55656,2,5833,1,1,2,2242401,72,1,9,734.86
49,1,0,1,0,0,25,46396,32391,2,1556,0,2,2,1523369,18,1,9,745.48
48,1,1,2,1,0,27,56208,53840,2,9572,0,0,3,2048320,12,1,9,711.32
41,0,0,2,1,0,17,52527,0,2,8897,1,2,3,2101080,60,1,9,719.69
29,1,1,1,1,1,7,41106,0,2,4432,1,0,0,1015151,36,1,9,736.01
58,1,1,0,2,0,30,59423,0,0,16048,0,2,3,602115,72,1,9,714.52
61,1,1,1,1,0,25,52737,0,2,3258,2,1,2,777001,18,1,9,733.85
50,1,1,1,0,1,30,60106,0,1,5179,0,2,0,860767,72,1,9,766.46
43,0,0,0,1,1,18,51330,0,1,13091,0,0,2,2053200,84,1,9,721.68
55,1,1,3,1,0,24,50504,0,2,12752,1,0,4,1453004,84,1,9,774.9
59,0,1,2,2,0,36,66861,36967,1,9205,0,0,5,475324,72,1,9,768.86
57,1,0,1,2,0,16,58381,0,2,15145,2,0,1,1207881,36,1,9,710.04
43,1,1,1,1,0,15,51635,0,2,9450,2,2,3,820934,60,1,9,727.2
63,1,1,0,1,1,21,52483,0,2,3253,0,1,5,119072,60,1,9,750.41
64,0,0,3,1,0,31,60084,57092,2,3983,1,1,1,2059432,12,1,9,751.72
61,0,1,2,1,0,38,52269,0,2,14567,1,1,1,954127,72,1,9,726.79
35,1,1,0,2,1,13,57736,35766,1,5499,1,1,2,1361138,36,1,9,715.22
64,1,1,1,1,0,39,45760,0,1,8679,0,1,2,1339446,72,1,9,771.14
51,1,1,1,1,1,33,54674,0,0,10874,1,0,5,1198948,24,1,9,717.55
60,0,0,2,2,0,13,67174,31465,2,13673,0,1,0,492778,24,1,9,707.41
50,0,0,1,1,1,29,53807,0,2,16181,0,2,2,1360907,84,1,9,725.33
61,1,1,1,2,0,38,68698,0,0,10654,0,2,1,1484892,84,1,9,753.96
62,1,1,0,0,0,31,61980,55171,1,4143,1,0,3,1462612,48,1,9,707.4
49,0,1,0,1,0,29,68766,0,1,4229,0,2,0,1612358,48,1,9,736.34
53,0,0,1,2,0,29,70035,0,2,620,0,1,1,388695,36,1,9,798.11
53,1,1,0,2,0,17,64080,0,2,16408,0,1,1,77016,72,1,9,731.74
62,1,1,0,1,0,30,77786,0,0,13929,1,1,3,2178060,48,1,9,744.42
55,1,1,1,1,0,26,63687,57977,0,9731,0,0,5,91158,36,1,9,711.25
63,0,0,0,1,0,33,50665,57934,2,1772,1,1,4,903538,12,1,9,725.84
61,1,1,1,1,0,20,47906,31823,1,11020,2,2,4,76340,48,1,9,707.26
40,0,1,1,2,0,14,45726,23436,2,1220,1,2,0,1829040,12,1,9,740.45
42,0,1,0,1,1,21,51587,0,2,5647,0,1,3,2063480,12,1,9,727.73
54,1,0,0,1,0,29,59546,35989,0,12703,1,0,3,1305079,48,1,9,718.02
50,0,0,1,1,0,28,50928,0,2,4757,1,1,5,2037120,18,1,9,771.69
52,0,1,1,1,0,33,55387,0,2,14,1,0,4,1805604,18,1,9,793.03
47,1,1,1,2,0,26,65329,59832,2,18810,2,1,5,528896,72,1,9,715.66
55,0,1,1,1,0,24,59024,58090,2,7948,1,2,3,52176,18,1,9,705.66
51,1,1,0,1,0,10,38535,0,0,5607,0,1,4,306584,48,1,9,715.16
54,0,0,1,1,0,26,64755,0,0,512,1,0,2,1261789,48,1,9,717.55
62,0,1,0,1,0,21,63209,0,2,17089,1,2,1,939755,24,1,9,722.1
59,1,1,2,1,0,31,58817,59702,0,5786,0,2,5,264084,72,1,9,750.45
62,1,0,1,1,0,19,47757,54132,2,11802,1,1,1,1419430,36,1,9,725.97
52,0,1,1,1,1,11,50361,0,2,4043,2,2,3,1841130,60,1,9,711.12
64,1,1,1,2,0,34,77512,0,2,10187,0,1,4,2303038,48,1,9,708.39
62,1,0,0,1,0,41,66277,0,2,17966,1,1,1,1861037,48,1,9,721.26
63,0,0,0,1,0,29,54897,0,1,12355,0,0,1,1180676,36,1,9,723.0
57,0,0,0,1,0,17,61511,35532,2,3634,1,2,1,301128,12,1,9,741.21
51,1,1,0,2,1,26,73109,0,1,15156,1,0,2,1046465,24,1,9,708.99
42,0,1,0,1,0,19,52073,0,2,11566,0,0,0,1572512,72,1,9,739.09
60,1,1,1,1,0,25,57046,0,0,15766,0,2,0,931151,24,1,9,720.87
46,1,1,0,0,0,25,44016,41942,2,9392,0,2,2,1760640,12,1,9,705.28
63,0,0,0,2,0,44,63054,0,2,6950,0,2,4,2219223,36,1,9,780.78
48,1,1,1,1,0,24,53419,23550,1,2146,0,2,1,960347,18,1,9,726.54
60,1,0,0,1,1,41,49749,57653,2,3470,1,1,3,370056,84,1,9,751.42
39,1,0,0,1,1,19,56162,22049,2,10426,1,0,2,2246480,72,1,9,710.49
53,1,1,1,1,1,29,51971,0,2,11005,1,1,1,1720889,84,1,9,739.38
38,1,1,2,0,0,20,61473,38725,1,8138,1,1,0,2226402,12,1,9,731.86
32,1,1,1,2,1,12,46027,0,2,3113,1,2,1,782844,84,1,9,707.27
35,0,1,1,1,0,15,59992,0,2,247,2,2,0,1900536,60,1,9,714.85
58,1,1,0,1,0,17,66590,0,1,19925,0,0,1,95522,24,1,9,707.65
54,0,1,0,1,0,29,48474,57340,2,2017,1,1,0,294839,18,1,9,719.4
53,1,1,1,1,1,29,66522,0,2,7441,0,0,3,2261509,12,1,9,721.19
60,0,0,2,1,0,33,56692,0,1,6043,1,1,1,1028555,24,1,9,734.74
50,1,1,0,0,0,27,66521,45209,0,13124,1,2,4,930300,12,1,9,705.86
32,1,1,0,1,0,8,45956,49893,2,9902,1,1,0,1391949,12,1,9,730.65
64,1,0,1,1,0,42,58411,0,2,13330,1,1,4,608914,12,1,9,791.78
52,0,1,1,1,0,26,66617,0,2,3080,0,1,4,1587023,36,1,9,753.13
42,1,0,1,1,0,24,44947,0,1,10965,1,2,0,1597880,84,1,9,722.79
47,1,1,1,1,0,21,54146,0,1,3778,1,2,0,879350,18,1,9,738.3
58,1,1,0,2,0,31,72127,0,1,5370,0,1,1,1893798,18,1,9,708.73
62,1,0,0,1,1,40,62634,14257,0,13682,1,1,3,1646771,48,1,9,732.14
47,1,1,1,1,0,24,64748,0,2,18108,1,2,3,352475,36,1,9,742.14
37,0,1,0,1,0,13,62982,0,2,1435,0,1,0,759105,60,1,9,705.52
46,1,1,1,2,1,28,66553,0,0,18343,1,0,0,657391,48,1,9,717.9
34,0,1,1,1,0,10,67862,43307,2,8321,1,2,1,1580646,84,1,9,707.26
62,1,1,1,1,0,27,61228,0,0,15229,1,2,1,836315,12,1,9,715.01
40,1,1,0,2,1,18,73796,0,2,20850,1,2,2,1141028,72,1,9,727.75
63,0,1,0,1,0,33,66162,18382,1,10166,1,2,1,569007,48,1,9,712.79
59,0,1,1,1,1,38,54137,44585,2,594,1,2,0,2165480,72,1,9,721.81
54,0,1,0,2,0,23,69218,0,2,8580,2,1,3,1010420,72,1,9,747.85
56,1,1,1,0,0,17,46257,32606,2,4840,1,0,2,1479793,24,1,9,716.13
34,1,1,0,1,0,14,36638,0,1,7909,2,2,0,1177528,12,1,9,713.1
64,1,1,3,1,1,39,50263,20010,0,8016,0,0,0,2010520,60,1,9,770.85
44,0,0,1,2,0,15,56098,0,1,1412,2,0,2,681138,84,1,9,708.91
52,1,1,1,1,0,23,54496,0,2,12804,1,0,3,393248,72,1,9,712.07
44,1,1,0,1,0,19,57730,0,2,6534,1,0,1,1123449,60,1,9,750.39
55,1,0,1,1,0,26,66746,0,1,4600,0,2,1,911538,48,1,9,753.47
37,1,0,2,1,0,14,43315,32139,2,10225,1,0,1,1732600,60,1,9,707.66
53,0,1,2,1,0,15,60500,0,2,2521,2,1,1,1815250,72,1,9,713.41
56,0,1,0,0,0,31,39531,25108,2,9375,0,1,2,1581240,72,1,9,720.19
55,0,1,0,2,0,33,55799,0,2,3160,1,1,3,2231960,36,1,9,727.09
45,0,0,0,1,0,13,62302,0,2,4709,0,2,1,156764,18,1,9,705.12
25,0,0,2,1,0,5,61955,0,2,5849,1,2,3,837690,60,1,9,735.17
40,1,0,0,1,0,18,61485,46078,2,12288,1,2,1,472646,84,1,9,707.17
64,1,0,0,1,0,34,63531,58846,1,18513,0,0,4,389295,12,1,9,747.12
60,0,1,1,1,1,13,45895,0,2,15017,1,1,4,144491,60,1,9,762.7
62,0,1,0,1,0,39,57011,0,2,1627,1,1,3,2280440,24,1,9,712.91
53,1,0,1,1,1,17,64626,0,2,6021,1,1,5,1966853,36,1,9,711.75
56,0,1,0,1,0,32,63869,15262,2,15969,1,1,0,1208494,60,1,9,723.69
53,0,1,0,1,0,26,59753,0,2,14600,0,2,3,2390120,18,1,9,710.12
52,0,1,1,1,0,16,51555,12719,2,3598,0,2,1,1622711,36,1,9,715.19
59,0,1,0,1,0,33,53572,56819,2,17159,0,2,0,575349,72,1,9,746.52
55,1,1,1,1,0,25,54523,0,1,17369,2,1,1,1732493,24,1,9,746.28
30,1,0,2,1,1,11,42854,27793,2,9657,1,1,0,1623533,36,1,9,750.73
46,0,1,0,1,0,22,57514,47342,2,11751,0,2,1,449536,36,1,9,710.79
61,0,1,2,1,0,27,49195,29813,2,9958,0,2,1,256912,72,1,9,726.96
64,0,1,0,2,1,25,68697,0,2,19616,1,2,0,534983,12,1,9,726.16
63,1,1,2,1,1,19,46167,0,2,1535,1,1,1,1646680,84,1,9,732.19
53,1,1,0,2,0,34,82022,0,2,13549,1,1,0,2136347,24,1,9,735.2
54,0,1,0,1,0,31,54090,0,2,9516,1,1,0,1370697,72,1,9,763.48
61,0,0,1,1,0,41,64828,15757,2,6208,1,1,3,452410,72,1,9,778.64
60,1,1,0,0,0,40,43123,0,2,2187,1,1,4,1062156,18,1,9,740.34
64,0,0,2,1,1,15,69241,0,2,8867,1,0,4,1831790,12,1,9,706.92
59,1,1,0,1,0,5,40942,0,2,4166,0,0,1,1567371,48,1,9,712.04
64,1,1,0,1,0,45,56502,0,2,4870,0,0,1,1881437,18,1,9,790.01
53,0,1,2,1,0,27,51754,0,2,6377,1,0,3,968853,36,1,9,748.78
60,1,0,1,1,1,25,54065,41045,2,11681,1,2,4,1386596,12,1,9,713.36
42,1,0,0,2,1,21,68208,15453,2,7398,1,2,3,1625149,84,1,9,719.57
37,0,1,1,1,1,15,41799,0,2,7196,1,2,3,1474987,18,1,9,709.0
56,1,1,1,0,0,30,38529,24402,0,3449,1,1,0,1341160,48,1,9,718.9
52,1,1,1,1,1,25,61212,0,2,6390,1,0,1,2044911,48,1,9,719.51
61,0,1,0,1,1,9,58096,0,2,7541,2,1,4,52377,36,1,9,739.3
44,1,1,0,1,0,19,60835,0,2,10202,0,0,3,1047132,72,1,9,712.63
47,1,1,0,1,0,23,60497,0,2,7470,2,2,2,393953,12,1,9,728.21
55,1,1,2,2,1,32,66278,0,2,4319,1,0,5,1658808,24,1,9,760.2
48,1,1,0,1,0,27,63068,0,2,5444,1,2,2,459855,72,1,9,707.75
46,1,1,1,2,1,17,58272,0,2,8136,0,0,4,2178244,60,1,9,705.72
55,0,1,2,2,0,13,69394,0,2,8562,1,0,0,1629646,24,1,9,707.56
48,0,1,0,1,0,26,58019,0,2,305,0,1,4,1728927,60,1,9,732.57
46,1,1,1,1,0,27,48180,0,2,16352,0,1,2,748715,48,1,9,743.73
63,1,1,0,2,1,43,68426,12738,2,21804,0,2,0,2028703,36,1,9,803.97
52,1,0,1,0,0,23,49469,28785,1,11911,0,2,2,231583,24,1,9,705.8
58,0,0,1,1,0,28,69300,21216,2,18972,1,2,2,1175659,72,1,9,719.8
61,1,0,0,1,0,8,46713,28125,2,6896,0,1,2,1868520,84,1,9,710.99
37,0,1,2,1,0,18,66120,0,1,17089,0,2,0,77318,48,1,9,724.41
59,1,1,3,1,0,33,67394,9324,1,7557,1,1,0,1366951,60,1,9,775.4
57,1,1,2,1,0,21,74860,0,2,19607,0,2,3,1289087,60,1,9,720.91
47,1,1,0,1,0,22,53798,0,2,5729,1,2,3,1765192,18,1,9,752.36
47,1,1,1,1,0,22,55700,49532,2,16565,0,2,1,676980,72,1,9,723.02
51,0,0,0,1,0,26,48711,19567,2,8913,1,0,0,734324,84,1,9,749.76
36,0,1,1,1,0,14,69351,46463,2,16093,1,0,1,1238239,72,1,9,718.5
53,1,1,0,1,1,34,59270,0,2,2057,0,2,1,669810,48,1,9,713.9
64,0,1,1,1,1,25,75215,0,2,2638,0,1,2,815175,48,1,9,709.64
47,0,1,0,1,1,25,58615,0,2,10855,1,1,0,2044509,48,1,9,710.59
46,1,0,0,1,0,19,55352,11301,2,17652,1,1,1,298578,84,1,9,742.28
63,0,0,1,1,0,17,53329,0,1,4570,0,2,1,1381484,72,1,9,724.29
53,0,0,0,0,0,20,49934,0,0,5933,1,1,2,1997360,18,1,9,714.65
59,1,1,0,1,0,18,44924,0,2,13737,0,1,1,1796960,72,1,9,720.91
59,1,0,1,1,0,31,55752,0,2,9873,1,1,4,2230080,36,1,9,724.68
63,0,0,1,1,0,37,63667,36704,2,99,0,2,3,1285594,18,1,9,710.7
60,1,0,0,0,0,31,58521,0,1,10603,0,1,4,1410430,72,1,9,732.73
49,0,1,1,1,1,2,47160,0,2,5758,1,0,3,1886400,18,1,9,705.93
46,1,1,1,1,1,24,54809,0,2,3657,1,1,0,1228773,18,1,9,728.94
35,0,1,1,1,0,9,48140,0,1,7536,0,1,1,344099,18,1,9,731.53
27,0,0,2,1,1,10,46306,0,2,9187,2,1,1,1652240,48,1,9,715.31
41,0,1,1,2,0,13,53876,45027,2,13591,1,2,3,1955040,24,1,9,714.57
54,1,0,1,1,0,28,66114,20324,1,13483,1,2,0,2313129,72,1,9,740.02
57,0,1,0,1,0,31,59902,15191,1,8270,1,2,3,2215875,36,1,9,762.14
45,0,1,0,1,0,14,52316,0,1,773,1,1,1,1442836,60,1,9,711.07
64,1,1,1,2,0,12,53320,0,2,13300,0,1,2,1357894,24,1,9,751.27
47,1,0,0,2,1,22,60934,0,0,7738,0,1,0,1879219,72,1,9,729.17
43,0,1,0,1,0,17,37294,0,2,9034,0,2,5,1491760,72,1,9,724.9
47,1,0,2,1,0,25,66865,0,2,21507,2,1,1,1074813,12,1,9,720.55
57,1,1,0,1,0,32,45690,26744,2,5925,0,1,2,599490,84,1,9,725.74
62,1,0,1,2,0,33,58438,0,1,5962,1,2,0,2106906,72,1,9,825.19
62,1,0,0,1,1,36,73987,0,2,17614,2,0,0,2147642,18,1,9,752.37
62,1,0,1,1,0,34,58744,0,2,8893,0,0,3,1430114,18,1,9,742.02
